,CustomerID,Recency,Frequency,Monetary,R,F,M,RFMGroup,RFMScore,RFM_Loyality_level,Cluster_2,Cluster_3,Cluster_5
49,12408.0,33,113,2842.57,2,1,1,211,4,0,0,0,0
50,12409.0,79,114,11056.93,2,1,1,211,4,0,0,0,0
51,12410.0,302,28,681.0799999999999,3,2,2,322,7,1,0,1,2
52,12412.0,75,61,1226.88,2,2,1,221,5,0,0,0,0
53,12413.0,67,40,694.1500000000001,2,2,2,222,6,1,0,0,0
54,12414.0,218,18,562.41,3,3,2,332,8,2,0,1,2
55,12415.0,25,778,123725.45000000001,2,1,1,211,4,0,1,2,3
56,12417.0,4,198,3578.8,1,1,1,111,3,0,0,0,0
57,12418.0,113,34,668.58,3,2,2,322,7,1,0,0,0
58,12420.0,64,29,600.3900000000001,2,2,2,222,6,1,0,0,0
59,12421.0,16,46,806.2700000000001,1,2,2,122,5,0,0,0,0
60,12422.0,96,39,803.5599999999998,3,2,2,322,7,1,0,0,0
61,12423.0,1,126,1849.1100000000001,1,1,1,111,3,0,0,0,0
62,12424.0,163,30,1760.9599999999996,3,2,1,321,6,1,0,1,2
63,12425.0,79,36,777.1999999999999,2,2,2,222,6,1,0,0,0
64,12426.0,195,30,582.73,3,2,2,322,7,1,0,1,2
65,12427.0,12,35,708.37,1,2,2,122,5,0,0,0,0
66,12428.0,26,300,7877.2,2,1,1,211,4,0,0,0,4
67,12429.0,10,97,3750.4,1,1,1,111,3,0,0,0,0
68,12430.0,44,11,256.4,2,3,3,233,8,2,0,0,0
69,12431.0,36,239,6348.89,2,1,1,211,4,0,0,0,0
70,12432.0,43,108,5059.319999999999,2,1,1,211,4,0,0,0,0
71,12433.0,1,420,13375.87,1,1,1,111,3,0,0,0,4
72,12434.0,85,54,765.1899999999999,2,2,2,222,6,1,0,0,0
73,12435.0,80,36,7829.890000000001,2,2,1,221,5,0,0,0,0
74,12436.0,100,16,509.01000000000005,3,3,2,332,8,2,0,0,0
75,12437.0,2,201,4896.66,1,1,1,111,3,0,0,0,0
76,12438.0,15,98,2906.8500000000004,1,1,1,111,3,0,0,0,0
77,12441.0,367,11,173.55,3,3,3,333,9,2,0,1,2
78,12442.0,4,12,172.06,1,3,3,133,7,1,0,0,0
79,12444.0,22,177,5005.46,1,1,1,111,3,0,0,0,0
80,12445.0,23,4,133.4,1,3,3,133,7,1,0,0,0
81,12446.0,58,58,1002.3100000000001,2,2,2,222,6,1,0,0,0
82,12447.0,244,26,476.49,3,2,2,322,7,1,0,1,2
83,12448.0,45,22,449.4500000000001,2,3,2,232,7,1,0,0,0
84,12449.0,23,191,4067.2900000000004,1,1,1,111,3,0,0,0,0
85,12450.0,157,8,197.88,3,3,3,333,9,2,0,1,2
86,12451.0,11,355,8933.52,1,1,1,111,3,0,0,0,4
87,12452.0,17,23,428.57,1,3,2,132,6,1,0,0,0
88,12453.0,135,43,707.0899999999999,3,2,2,322,7,1,0,0,0
89,12454.0,54,30,1.0,2,2,3,223,7,1,0,0,0
90,12455.0,74,90,2466.8599999999997,2,1,1,211,4,0,0,0,0
91,12456.0,45,129,3153.89,2,1,1,211,4,0,0,0,0
92,12457.0,59,68,1917.78,2,2,1,221,5,0,0,0,0
93,12458.0,72,38,947.4,2,2,2,222,6,1,0,0,0
94,12461.0,95,35,826.88,3,2,2,322,7,1,0,0,0
95,12462.0,3,72,1124.0099999999998,1,1,1,111,3,0,0,0,0
96,12463.0,47,88,1303.63,2,1,1,211,4,0,0,0,0
97,12464.0,11,29,1212.05,1,2,1,121,4,0,0,0,0
98,12465.0,8,51,733.89,1,2,2,122,5,0,0,0,0
99,12468.0,144,40,724.04,3,2,2,322,7,1,0,1,0
100,12471.0,3,530,18705.52,1,1,1,111,3,0,0,0,4
101,12472.0,31,391,6229.48,2,1,1,211,4,0,0,0,4
102,12473.0,30,178,2837.73,2,1,1,211,4,0,0,0,0
103,12474.0,18,455,7064.7699999999995,1,1,1,111,3,0,0,0,4
104,12475.0,54,36,723.3799999999999,2,2,2,222,6,1,0,0,0
105,12476.0,2,264,6546.58,1,1,1,111,3,0,0,0,4
106,12477.0,23,308,13117.01,1,1,1,111,3,0,0,0,4
107,12478.0,4,36,680.9900000000001,1,2,2,122,5,0,0,0,0
108,12479.0,4,35,477.29999999999995,1,2,2,122,5,0,0,0,0
109,12480.0,29,154,3281.6299999999997,2,1,1,211,4,0,0,0,0
110,12481.0,23,217,5574.36,1,1,1,111,3,0,0,0,0
111,12483.0,18,81,2327.13,1,1,1,111,3,0,0,0,0
112,12484.0,33,347,4480.870000000001,2,1,1,211,4,0,0,0,4
113,12488.0,10,55,1298.6600000000003,1,2,1,121,4,0,0,0,0
114,12489.0,337,15,334.92999999999995,3,3,3,333,9,2,0,1,2
115,12490.0,6,245,5417.93,1,1,1,111,3,0,0,0,0
116,12491.0,39,26,460.40000000000003,2,2,2,222,6,1,0,0,0
117,12492.0,64,20,263.21,2,3,3,233,8,2,0,0,0
118,12493.0,166,23,416.79,3,3,2,332,8,2,0,1,2
119,12494.0,10,84,1139.35,1,1,1,111,3,0,0,0,0
120,12497.0,82,14,1043.1,2,3,2,232,7,1,0,0,0
121,12498.0,22,23,403.7,1,3,2,132,6,1,0,0,0
122,12500.0,24,65,4206.27,1,2,1,121,4,0,0,0,0
123,12501.0,316,160,2089.68,3,1,1,311,5,0,0,1,2
124,12502.0,96,147,3723.87,3,1,1,311,5,0,0,0,0
125,12503.0,338,1,1.0,3,3,3,333,9,2,0,1,2
126,12504.0,19,15,114.00000000000003,1,3,3,133,7,1,0,0,0
127,12505.0,302,1,1.0,3,3,3,333,9,2,0,1,2
128,12506.0,233,23,73.50000000000001,3,3,3,333,9,2,0,1,2
129,12507.0,135,23,1258.06,3,3,1,331,7,1,0,0,0
130,12508.0,27,68,397.88,2,2,2,222,6,1,0,0,0
131,12509.0,285,7,176.5,3,3,3,333,9,2,0,1,2
132,12510.0,143,33,982.5699999999999,3,2,2,322,7,1,0,1,0
133,12512.0,67,31,132.18,2,2,3,223,7,1,0,0,0
134,12513.0,85,36,586.7900000000001,2,2,2,222,6,1,0,0,0
135,12514.0,268,51,1017.6800000000001,3,2,2,322,7,1,0,1,2
136,12515.0,354,16,383.70000000000005,3,3,2,332,8,2,0,1,2
137,12516.0,78,26,1312.06,2,2,1,221,5,0,0,0,0
138,12517.0,29,281,2443.6499999999996,2,1,1,211,4,0,0,0,0
139,12518.0,1,124,2056.89,1,1,1,111,3,0,0,0,0
140,12519.0,64,17,330.84000000000003,2,3,3,233,8,2,0,0,0
141,12520.0,80,155,2582.51,2,1,1,211,4,0,0,0,0
142,12521.0,143,38,599.68,3,2,2,322,7,1,0,1,0
143,12522.0,40,12,192.72000000000003,2,3,3,233,8,2,0,0,0
144,12523.0,2,110,1745.5699999999997,1,1,1,111,3,0,0,0,0
145,12524.0,10,144,4485.719999999999,1,1,1,111,3,0,0,0,0
146,12526.0,1,71,1316.6600000000003,1,2,1,121,4,0,0,0,0
147,12527.0,82,18,348.71000000000004,2,3,3,233,8,2,0,0,0
148,12528.0,10,95,1922.28,1,1,1,111,3,0,0,0,0
149,12530.0,60,68,1623.6300000000003,2,2,1,221,5,0,0,0,0
150,12531.0,15,17,125.22,1,3,3,133,7,1,0,0,0
151,12532.0,31,16,349.83000000000004,2,3,3,233,8,2,0,0,0
152,12534.0,131,63,1089.18,3,2,2,322,7,1,0,0,0
153,12535.0,92,34,716.35,3,2,2,322,7,1,0,0,0
154,12536.0,8,273,4106.82,1,1,1,111,3,0,0,0,0
155,12538.0,30,21,363.95,2,3,3,233,8,2,0,0,0
156,12539.0,23,274,3852.5,1,1,1,111,3,0,0,0,0
157,12540.0,20,481,13309.039999999999,1,1,1,111,3,0,0,0,4
158,12541.0,30,52,981.1800000000002,2,2,2,222,6,1,0,0,0
159,12544.0,30,20,355.70000000000005,2,3,3,233,8,2,0,0,0
160,12545.0,76,50,1000.39,2,2,2,222,6,1,0,0,0
161,12546.0,47,70,1141.5,2,2,1,221,5,0,0,0,0
162,12547.0,198,8,207.8,3,3,3,333,9,2,0,1,2
163,12548.0,167,5,95.19999999999999,3,3,3,333,9,2,0,1,2
164,12550.0,80,57,964.83,2,2,2,222,6,1,0,0,0
165,12551.0,358,10,168.0,3,3,3,333,9,2,0,1,2
166,12552.0,39,20,437.82,2,3,2,232,7,1,0,0,0
167,12553.0,9,196,3652.25,1,1,1,111,3,0,0,0,0
168,12556.0,51,119,599.56,2,1,2,212,5,0,0,0,0
169,12557.0,17,33,11990.96,1,2,1,121,4,0,0,0,0
170,12558.0,2,22,2.6645352591003757e-14,1,3,3,133,7,1,0,0,0
171,12559.0,311,22,536.2099999999999,3,3,2,332,8,2,0,1,2
172,12560.0,6,111,2101.3900000000003,1,1,1,111,3,0,0,0,0
173,12561.0,303,16,238.85,3,3,3,333,9,2,0,1,2
174,12562.0,9,168,3781.74,1,1,1,111,3,0,0,0,0
175,12564.0,262,21,456.90000000000003,3,3,2,332,8,2,0,1,2
176,12565.0,282,10,131.17000000000002,3,3,3,333,9,2,0,1,2
177,12566.0,73,20,346.7,2,3,3,233,8,2,0,0,0
178,12567.0,23,463,9114.94,1,1,1,111,3,0,0,0,4
179,12569.0,3,191,4064.99,1,1,1,111,3,0,0,0,0
180,12571.0,40,34,519.61,2,2,2,222,6,1,0,0,0
181,12572.0,9,62,1004.7199999999999,1,2,2,122,5,0,0,0,0
182,12573.0,228,28,160.54,3,2,3,323,8,2,0,1,2
183,12574.0,316,11,218.45000000000002,3,3,3,333,9,2,0,1,2
184,12576.0,36,89,1306.98,2,1,1,211,4,0,0,0,0
185,12577.0,36,147,564.1999999999999,2,1,2,212,5,0,0,0,0
186,12578.0,22,120,2753.36,1,1,1,111,3,0,0,0,0
187,12579.0,74,31,410.71999999999997,2,2,2,222,6,1,0,0,0
188,12580.0,247,24,415.70000000000005,3,2,2,322,7,1,0,1,2
189,12581.0,40,15,197.70999999999998,2,3,3,233,8,2,0,0,0
190,12582.0,239,22,511.3599999999999,3,3,2,332,8,2,0,1,2
191,12583.0,3,251,7187.34,1,1,1,111,3,0,0,0,4
192,12584.0,4,126,1893.9500000000003,1,1,1,111,3,0,0,0,0
193,12585.0,235,97,1982.81,3,1,1,311,5,0,0,1,2
194,12586.0,18,12,179.94,1,3,3,133,7,1,0,0,0
195,12587.0,8,4,144.0,1,3,3,133,7,1,0,0,0
196,12588.0,40,10,214.89999999999998,2,3,3,233,8,2,0,0,0
197,12589.0,29,35,646.6800000000001,2,2,2,222,6,1,0,0,0
198,12590.0,191,70,9861.38,3,2,1,321,6,1,0,1,2
199,12591.0,318,26,452.84999999999997,3,2,2,322,7,1,0,1,2
200,12592.0,93,18,437.6,3,3,2,332,8,2,0,0,0
201,12593.0,109,21,418.0999999999999,3,3,2,332,8,2,0,0,0
202,12594.0,38,119,3320.2200000000003,2,1,1,211,4,0,0,0,0
203,12596.0,52,27,618.27,2,2,2,222,6,1,0,0,0
204,12597.0,20,214,3683.13,1,1,1,111,3,0,0,0,0
205,12598.0,10,133,3002.6800000000003,1,1,1,111,3,0,0,0,0
206,12599.0,30,62,1032.5800000000004,2,2,2,222,6,1,0,0,0
207,12600.0,29,65,2581.04,2,2,1,221,5,0,0,0,0
208,12601.0,190,29,569.5600000000001,3,2,2,322,7,1,0,1,2
209,12602.0,59,12,153.12,2,3,3,233,8,2,0,0,0
210,12603.0,22,3,739.1999999999999,1,3,2,132,6,1,0,0,0
211,12604.0,80,16,254.17999999999998,2,3,3,233,8,2,0,0,0
212,12605.0,366,3,1.0,3,3,3,333,9,2,0,1,2
213,12607.0,59,202,1.0,2,1,3,213,6,1,0,0,0
214,12609.0,79,60,1126.8500000000001,2,2,1,221,5,0,0,0,0
215,12610.0,23,111,2057.9900000000002,1,1,1,111,3,0,0,0,0
216,12611.0,53,65,1193.32,2,2,1,221,5,0,0,0,0
217,12612.0,58,21,643.59,2,3,2,232,7,1,0,0,0
218,12613.0,32,163,3218.98,2,1,1,211,4,0,0,0,0
219,12614.0,278,20,315.59999999999997,3,3,3,333,9,2,0,1,2
220,12615.0,3,105,2291.1899999999996,1,1,1,111,3,0,0,0,0
221,12616.0,86,36,657.2499999999999,2,2,2,222,6,1,0,0,0
222,12617.0,30,41,352.97999999999996,2,2,3,223,7,1,0,0,0
223,12618.0,22,11,177.31,1,3,3,133,7,1,0,0,0
224,12619.0,17,95,3214.8100000000004,1,1,1,111,3,0,0,0,0
225,12620.0,15,92,1339.41,1,1,1,111,3,0,0,0,0
226,12621.0,2,474,13612.07,1,1,1,111,3,0,0,0,4
227,12622.0,233,11,180.09999999999997,3,3,3,333,9,2,0,1,2
228,12623.0,277,18,305.1,3,3,3,333,9,2,0,1,2
229,12624.0,107,38,641.13,3,2,2,322,7,1,0,0,0
230,12625.0,212,91,2614.32,3,1,1,311,5,0,0,1,2
231,12626.0,24,307,6388.35,1,1,1,111,3,0,0,0,4
232,12627.0,11,230,4478.530000000001,1,1,1,111,3,0,0,0,0
233,12628.0,5,43,769.61,1,2,2,122,5,0,0,0,0
234,12630.0,10,64,1270.88,1,2,1,121,4,0,0,0,0
235,12631.0,58,31,640.5,2,2,2,222,6,1,0,0,0
236,12633.0,59,103,2140.63,2,1,1,211,4,0,0,0,0
237,12635.0,90,101,1689.1800000000003,3,1,1,311,5,0,0,0,0
238,12637.0,68,386,5934.25,2,1,1,211,4,0,0,0,4
239,12638.0,34,39,671.69,2,2,2,222,6,1,0,0,0
240,12639.0,239,22,486.1,3,3,2,332,8,2,0,1,2
241,12640.0,24,53,1174.58,1,2,1,121,4,0,0,0,0
242,12641.0,116,10,185.9,3,3,3,333,9,2,0,0,0
243,12642.0,26,47,1013.26,2,2,2,222,6,1,0,0,0
244,12643.0,129,24,3344.6399999999994,3,2,1,321,6,1,0,0,0
245,12644.0,130,31,477.90999999999997,3,2,2,322,7,1,0,0,0
246,12645.0,34,74,1755.38,2,1,1,211,4,0,0,0,0
247,12646.0,5,45,1346.97,1,2,1,121,4,0,0,0,0
248,12647.0,23,128,3669.92,1,1,1,111,3,0,0,0,0
249,12648.0,155,21,318.04999999999995,3,3,3,333,9,2,0,1,2
250,12649.0,108,33,603.71,3,2,2,322,7,1,0,0,0
251,12650.0,4,20,314.44,1,3,3,133,7,1,0,0,0
252,12651.0,335,9,114.0,3,3,3,333,9,2,0,1,2
253,12652.0,323,51,914.53,3,2,2,322,7,1,0,1,2
254,12653.0,149,43,2209.85,3,2,1,321,6,1,0,1,2
255,12654.0,11,38,601.9799999999999,1,2,2,122,5,0,0,0,0
256,12656.0,18,130,3982.7200000000003,1,1,1,111,3,0,0,0,0
257,12657.0,12,56,1152.06,1,2,1,121,4,0,0,0,0
258,12658.0,19,36,686.05,1,2,2,122,5,0,0,0,0
259,12659.0,30,5,91.68,2,3,3,233,8,2,0,0,0
260,12660.0,12,13,245.10000000000002,1,3,3,133,7,1,0,0,0
261,12662.0,1,232,3817.08,1,1,1,111,3,0,0,0,0
262,12664.0,9,38,4863.88,1,2,1,121,4,0,0,0,0
263,12665.0,325,4,61.75,3,3,3,333,9,2,0,1,2
264,12666.0,360,2,1.0,3,3,3,333,9,2,0,1,2
265,12667.0,59,33,620.1300000000001,2,2,2,222,6,1,0,0,0
266,12668.0,8,168,3743.1800000000003,1,1,1,111,3,0,0,0,0
267,12669.0,151,102,1607.73,3,1,1,311,5,0,0,1,2
268,12670.0,11,94,2986.1499999999996,1,1,1,111,3,0,0,0,0
269,12672.0,330,10,225.9,3,3,3,333,9,2,0,1,2
270,12673.0,6,42,610.52,1,2,2,122,5,0,0,0,0
271,12674.0,12,90,1922.26,1,1,1,111,3,0,0,0,0
272,12676.0,25,45,1331.39,2,2,1,221,5,0,0,0,0
273,12678.0,43,167,17588.26,2,1,1,211,4,0,0,0,4
274,12679.0,53,56,1058.67,2,2,2,222,6,1,0,0,0
275,12680.0,1,52,862.8100000000002,1,2,2,122,5,0,0,0,0
276,12681.0,15,646,13677.59,1,1,1,111,3,0,0,0,4
277,12682.0,4,524,12279.82,1,1,1,111,3,0,0,0,4
278,12683.0,5,362,8221.09,1,1,1,111,3,0,0,0,4
279,12684.0,8,105,2283.63,1,1,1,111,3,0,0,0,0
280,12685.0,29,157,2863.08,2,1,1,211,4,0,0,0,0
281,12686.0,372,7,89.14,3,3,3,333,9,2,0,1,2
282,12688.0,114,171,4873.8099999999995,3,1,1,311,5,0,0,0,0
283,12689.0,26,72,1247.61,2,1,1,211,4,0,0,0,0
284,12690.0,206,16,389.01,3,3,2,332,8,2,0,1,2
285,12691.0,29,32,1035.8,2,2,2,222,6,1,0,0,0
286,12693.0,121,41,830.9599999999999,3,2,2,322,7,1,0,0,0
287,12694.0,71,37,869.67,2,2,2,222,6,1,0,0,0
288,12695.0,8,27,582.1,1,2,2,122,5,0,0,0,0
289,12697.0,22,43,939.02,1,2,2,122,5,0,0,0,0
290,12700.0,8,270,4867.99,1,1,1,111,3,0,0,0,0
291,12701.0,80,53,797.71,2,2,2,222,6,1,0,0,0
292,12702.0,20,12,219.0,1,3,3,133,7,1,0,0,0
293,12703.0,65,22,274.7,2,3,3,233,8,2,0,0,0
294,12704.0,8,90,2220.8399999999997,1,1,1,111,3,0,0,0,0
295,12705.0,16,348,6814.24,1,1,1,111,3,0,0,0,4
296,12707.0,292,33,603.42,3,2,2,322,7,1,0,1,2
297,12708.0,30,174,2616.3199999999997,2,1,1,211,4,0,0,0,0
298,12709.0,4,256,9264.1,1,1,1,111,3,0,0,0,4
299,12710.0,97,79,1130.5700000000002,3,1,1,311,5,0,0,0,0
300,12712.0,23,142,4241.629999999999,1,1,1,111,3,0,0,0,0
301,12713.0,1,38,848.5500000000001,1,2,2,122,5,0,0,0,0
302,12714.0,10,259,4708.860000000001,1,1,1,111,3,0,0,0,0
303,12715.0,107,20,343.35999999999996,3,3,3,333,9,2,0,0,0
304,12716.0,4,69,1053.4900000000002,1,2,2,122,5,0,0,0,0
305,12717.0,152,56,980.98,3,2,2,322,7,1,0,1,2
306,12718.0,72,19,238.25,2,3,3,233,8,2,0,0,0
307,12719.0,6,42,608.1,1,2,2,122,5,0,0,0,0
308,12720.0,3,359,5713.28,1,1,1,111,3,0,0,0,4
309,12721.0,32,164,2628.9799999999996,2,1,1,211,4,0,0,0,0
310,12722.0,86,57,904.3299999999999,2,2,2,222,6,1,0,0,0
311,12723.0,4,69,725.07,1,2,2,122,5,0,0,0,0
312,12724.0,6,53,1031.4099999999999,1,2,2,122,5,0,0,0,0
313,12725.0,372,24,427.8,3,2,2,322,7,1,0,1,2
314,12726.0,29,124,2609.1,2,1,1,211,4,0,0,0,0
315,12727.0,11,141,3947.7000000000007,1,1,1,111,3,0,0,0,0
316,12728.0,72,46,836.3299999999999,2,2,2,222,6,1,0,0,0
317,12729.0,114,26,453.01000000000005,3,2,2,322,7,1,0,0,0
318,12731.0,24,277,18793.41,1,1,1,111,3,0,0,0,4
319,12732.0,180,12,236.26000000000005,3,3,3,333,9,2,0,1,2
320,12733.0,235,22,383.95000000000005,3,3,2,332,8,2,0,1,2
321,12734.0,353,4,110.39999999999999,3,3,3,333,9,2,0,1,2
322,12735.0,316,43,779.57,3,2,2,322,7,1,0,1,2
323,12736.0,333,4,234.00000000000003,3,3,3,333,9,2,0,1,2
324,12738.0,373,11,155.35,3,3,3,333,9,2,0,1,2
325,12739.0,79,38,1013.0400000000001,2,2,2,222,6,1,0,0,0
326,12740.0,64,27,427.59999999999997,2,2,2,222,6,1,0,0,0
327,12743.0,135,131,540.13,3,1,2,312,6,1,0,0,0
328,12744.0,52,229,9120.39,2,1,1,211,4,0,0,0,0
329,12747.0,3,103,4196.009999999999,1,1,1,111,3,0,0,0,0
330,12748.0,1,4459,28405.560000000005,1,1,1,111,3,0,1,2,1
331,12749.0,4,231,3868.2000000000007,1,1,1,111,3,0,0,0,0
332,12750.0,129,15,275.88,3,3,3,333,9,2,0,0,0
333,12752.0,82,53,4366.780000000001,2,2,1,221,5,0,0,0,0
334,12753.0,4,230,21024.01,1,1,1,111,3,0,0,0,4
335,12754.0,236,65,2949.12,3,2,1,321,6,1,0,1,2
336,12755.0,250,6,2203.1999999999994,3,3,1,331,7,1,0,1,2
337,12756.0,87,4,112.08000000000001,2,3,3,233,8,2,0,0,0
338,12757.0,16,370,4205.25,1,1,1,111,3,0,0,0,4
339,12758.0,117,97,2791.59,3,1,1,311,5,0,0,0,0
340,12759.0,53,95,1531.4400000000003,2,1,1,211,4,0,0,0,0
341,12762.0,8,69,1898.5200000000004,1,2,1,121,4,0,0,0,0
342,12763.0,139,18,494.08000000000004,3,3,2,332,8,2,0,0,0
343,12764.0,317,45,1693.88,3,2,1,321,6,1,0,1,2
344,12766.0,4,310,6989.63,1,1,1,111,3,0,0,0,4
345,12769.0,239,32,1143.6,3,2,1,321,6,1,0,1,2
346,12770.0,211,12,1351.4499999999998,3,3,1,331,7,1,0,1,2
347,12772.0,60,55,892.4700000000001,2,2,2,222,6,1,0,0,0
348,12775.0,18,67,1351.2400000000002,1,2,1,121,4,0,0,0,0
349,12778.0,20,51,804.23,1,2,2,122,5,0,0,0,0
350,12779.0,22,159,3868.7,1,1,1,111,3,0,0,0,0
351,12781.0,22,30,707.7200000000001,1,2,2,122,5,0,0,0,0
352,12782.0,5,107,2273.32,1,1,1,111,3,0,0,0,0
353,12783.0,3,86,1603.87,1,1,1,111,3,0,0,0,0
354,12784.0,10,57,532.8199999999999,1,2,2,122,5,0,0,0,0
355,12785.0,3,15,305.71,1,3,3,133,7,1,0,0,0
356,12787.0,10,20,463.65999999999997,1,3,2,132,6,1,0,0,0
357,12789.0,66,4,91.85000000000001,2,3,3,233,8,2,0,0,0
358,12790.0,193,21,324.9200000000001,3,3,3,333,9,2,0,1,2
359,12791.0,374,2,192.60000000000002,3,3,3,333,9,2,0,1,2
360,12792.0,257,25,400.53999999999996,3,2,2,322,7,1,0,1,2
361,12793.0,335,24,545.48,3,2,2,322,7,1,0,1,2
362,12794.0,54,45,860.41,2,2,2,222,6,1,0,0,0
363,12795.0,19,14,430.48,1,3,2,132,6,1,0,0,0
364,12797.0,361,17,194.18,3,3,3,333,9,2,0,1,2
365,12798.0,11,8,6977.04,1,3,1,131,5,0,0,0,0
366,12802.0,184,26,412.58,3,2,2,322,7,1,0,1,2
367,12808.0,37,28,483.65000000000003,2,2,2,222,6,1,0,0,0
368,12809.0,169,26,484.36,3,2,2,322,7,1,0,1,2
369,12811.0,261,31,514.8499999999999,3,2,2,322,7,1,0,1,2
370,12812.0,45,15,229.64,2,3,3,233,8,2,0,0,0
371,12814.0,102,2,125.92,3,3,3,333,9,2,0,0,0
372,12815.0,148,47,1063.46,3,2,2,322,7,1,0,1,2
373,12816.0,96,29,572.2,3,2,2,322,7,1,0,0,0
374,12817.0,282,4,166.04,3,3,3,333,9,2,0,1,2
375,12818.0,179,16,1517.88,3,3,1,331,7,1,0,1,2
376,12820.0,4,59,942.34,1,2,2,122,5,0,0,0,0
377,12821.0,215,6,92.72,3,3,3,333,9,2,0,1,2
378,12822.0,71,47,918.9800000000001,2,2,2,222,6,1,0,0,0
379,12823.0,75,5,1759.5,2,3,1,231,6,1,0,0,0
380,12824.0,60,25,397.11999999999995,2,2,2,222,6,1,0,0,0
381,12826.0,3,94,1468.1200000000001,1,1,1,111,3,0,0,0,0
382,12827.0,6,25,430.15,1,2,2,122,5,0,0,0,0
383,12828.0,3,56,1018.71,1,2,2,122,5,0,0,0,0
384,12829.0,323,12,253.05,3,3,3,333,9,2,0,1,2
385,12830.0,38,39,6748.400000000001,2,2,1,221,5,0,0,0,0
386,12831.0,263,9,215.05,3,3,3,333,9,2,0,1,2
387,12832.0,33,27,383.03000000000003,2,2,2,222,6,1,0,0,0
388,12833.0,146,24,417.38,3,2,2,322,7,1,0,1,2
389,12834.0,283,18,312.38,3,3,3,333,9,2,0,1,2
390,12836.0,60,174,2610.3599999999997,2,1,1,211,4,0,0,0,0
391,12837.0,174,12,134.1,3,3,3,333,9,2,0,1,2
392,12838.0,34,120,671.95,2,1,2,212,5,0,0,0,0
393,12839.0,3,316,5583.62,1,1,1,111,3,0,0,0,4
394,12840.0,144,116,2714.2700000000004,3,1,1,311,5,0,0,0,0
